Name,ID,Has Block,Mod,Class
Botania:customBrick0SlabFull,721,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick1Slab,722,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick1SlabFull,723,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick2Slab,724,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick2SlabFull,725,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick3Slab,726,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick3SlabFull,727,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:dirtPath0Slab,728,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:dirtPath0SlabFull,729,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:endStoneBrick0Slab,730,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:endStoneBrick0SlabFull,731,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:endStoneBrick2Slab,732,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:endStoneBrick2SlabFull,733,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA0Slab,734,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA0SlabFull,735,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA1Slab,736,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA1SlabFull,737,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA2Slab,738,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA2SlabFull,739,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA3Slab,740,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA3SlabFull,741,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA4Slab,742,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA4SlabFull,743,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA5Slab,744,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA5SlabFull,745,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA6Slab,746,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA6SlabFull,747,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA7Slab,748,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA7SlabFull,749,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA8Slab,750,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA8SlabFull,751,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA9Slab,752,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA9SlabFull,753,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA10Slab,754,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA10SlabFull,755,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA11Slab,756,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA11SlabFull,757,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA12Slab,758,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA12SlabFull,759,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA13Slab,760,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA13SlabFull,761,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA14Slab,762,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA14SlabFull,763,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA15Slab,764,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA15SlabFull,765,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB0Slab,766,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB0SlabFull,767,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB1Slab,768,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB1SlabFull,769,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB2Slab,770,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB2SlabFull,771,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB3Slab,772,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB3SlabFull,773,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB4Slab,774,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB4SlabFull,775,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB5Slab,776,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB5SlabFull,777,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB6Slab,778,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB6SlabFull,779,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB7Slab,780,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB7SlabFull,781,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone0Slab,782,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone0SlabFull,783,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone1Slab,784,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone1SlabFull,785,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone2Slab,786,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone2SlabFull,787,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone3Slab,788,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone3SlabFull,789,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone8Slab,790,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone8SlabFull,791,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone9Slab,792,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone9SlabFull,793,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone10Slab,794,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone10SlabFull,795,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone11Slab,796,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:stone11SlabFull,797,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
BuildCraft|Core:eternalSpring,798,true,BuildCraft|Core,buildcraft.core.ItemSpring
BuildCraft|Core:buildToolBlock,799,true,BuildCraft|Core,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Core:engineBlock,800,true,BuildCraft|Core,buildcraft.core.lib.engines.ItemEngine
BuildCraft|Silicon:laserBlock,801,true,BuildCraft|Silicon,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Silicon:laserTableBlock,802,true,BuildCraft|Silicon,buildcraft.silicon.ItemLaserTable
BuildCraft|Silicon:packagerBlock,803,true,BuildCraft|Silicon,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Transport:filteredBufferBlock,804,true,BuildCraft|Transport,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Transport:pipeBlock,805,true,BuildCraft|Transport,net.minecraft.item.ItemBlock
BuildCraft|Builders:machineBlock,806,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Builders:markerBlock,807,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Builders:pathMarkerBlock,808,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Builders:constructionMarkerBlock,809,true,BuildCraft|Builders,buildcraft.builders.ItemConstructionMarker
BuildCraft|Builders:fillerBlock,810,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Builders:frameBlock,811,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Builders:builderBlock,812,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Builders:architectBlock,813,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Builders:libraryBlock,814,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Robotics:zonePlan,815,true,BuildCraft|Robotics,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Robotics:requester,816,true,BuildCraft|Robotics,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Energy:blockOil,817,true,BuildCraft|Energy,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Energy:blockFuel,818,true,BuildCraft|Energy,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Energy:blockRedPlasma,819,true,BuildCraft|Energy,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Factory:miningWellBlock,820,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Factory:plainPipeBlock,821,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Factory:autoWorkbenchBlock,822,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Factory:tankBlock,823,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Factory:pumpBlock,824,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Factory:floodGateBlock,825,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Factory:refineryBlock,826,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft
BuildCraft|Factory:blockHopper,827,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft
HardcoreEnderExpansion:enhanced_tnt,828,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEnhanceableTile
HardcoreEnderExpansion:end_powder_ore,829,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:void_chest,830,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:end_stone_terrain,831,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:laboratory_stairs,832,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:death_flower_pot,833,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:obsidian_stairs,834,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:stardust_ore,835,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:death_flower,836,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEndFlower
HardcoreEnderExpansion:decomposition_table,837,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:laboratory_obsidian,838,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:corrupted_energy_high,839,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:ravaged_brick_glow,840,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:dungeon_puzzle,841,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:laboratory_floor,842,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:custom_spawner,843,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:cinder,844,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:spooky_leaves,845,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:igneous_rock_ore,846,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:enderman_head_block,847,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:obsidian_end,848,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:endium_ore,849,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:crossed_decoration,850,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:obsidian_special,851,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:block_special_effects,852,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:experience_table,853,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:ravaged_brick,854,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:sphalerite,855,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:ravaged_brick_fence,856,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:biome_core,857,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:essence_altar,858,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEssenceAltar
HardcoreEnderExpansion:obsidian_special_glow,859,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:ravaged_brick_slab,860,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockSlab
HardcoreEnderExpansion:persegrit,861,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:endium_block,862,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:corrupted_energy_low,863,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:transport_beacon,864,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:energy_extraction_table,865,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:laboratory_glass,866,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:spooky_log,867,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:energy_cluster,868,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:enhanced_brewing_stand_block,869,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEnhanceableTile
HardcoreEnderExpansion:ender_goo,870,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:temple_end_portal,871,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:ravaged_brick_smooth,872,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:ravaged_brick_stairs,873,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:accumulation_table,874,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:laser_beam,875,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:instability_orb_ore,876,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
Forestry:core,877,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:soil,878,true,Forestry,forestry.core.items.ItemTypedBlock
Forestry:resources,879,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:resourceStorage,880,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:stained,881,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:fluid.bioethanol,882,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.biomass,883,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.glass,884,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.honey,885,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.ice,886,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.juice,887,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.milk,888,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.seedoil,889,true,Forestry,net.minecraft.item.ItemBlock
Forestry:fluid.short.mead,890,true,Forestry,net.minecraft.item.ItemBlock
Forestry:apiculture,891,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:beehives,892,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:candle,893,true,Forestry,forestry.apiculture.items.ItemCandleBlock
Forestry:stump,894,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:alveary,895,true,Forestry,forestry.apiculture.items.ItemAlvearyBlock
Forestry:log1,896,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:log2,897,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:log3,898,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:log4,899,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:log5,900,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:log6,901,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:log7,902,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:log8,903,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofLog1,904,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofLog2,905,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofLog3,906,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofLog4,907,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofLog5,908,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofLog6,909,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofLog7,910,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofLog8,911,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:planks,912,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:planks2,913,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofPlanks1,914,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fireproofPlanks2,915,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:slabs1,916,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:slabs2,917,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:slabs3,918,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:slabs4,919,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fences,920,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:fences2,921,true,Forestry,forestry.arboriculture.items.ItemWoodBlock
Forestry:stairs,922,true,Forestry,forestry.arboriculture.items.ItemStairs
Forestry:saplingGE,923,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:leaves,924,true,Forestry,forestry.arboriculture.items.ItemLeavesBlock
Forestry:pods,925,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:arboriculture,926,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:engine,927,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:factory,928,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:factory2,929,true,Forestry,forestry.core.items.ItemNBTTile
Forestry:mushroom,930,true,Forestry,forestry.core.items.ItemTypedBlock
Forestry:ffarm,931,true,Forestry,forestry.farming.items.ItemFarmBlock
Forestry:lepidopterology,932,true,Forestry,forestry.core.items.ItemForestryBlock
Forestry:mail,933,true,Forestry,forestry.core.items.ItemForestryBlock
CarpentersBlocks:blockCarpentersBlock,934,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersBarrier,935,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersBed,936,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersButton,937,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersCollapsibleBlock,938,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersDaylightSensor,939,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersDoor,940,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersFlowerPot,941,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersGarageDoor,942,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersGate,943,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersHatch,944,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersLadder,945,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersLever,946,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersPressurePlate,947,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersSafe,948,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersSlope,949,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockCarpentersSlope
CarpentersBlocks:blockCarpentersStairs,950,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersTorch,951,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
Railcraft:fluid.creosote,952,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:fluid.steam,953,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:residual.heat,954,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:cube,955,true,Railcraft,mods.railcraft.common.blocks.aesthetics.cube.ItemCube
Railcraft:anvil,956,true,Railcraft,mods.railcraft.common.blocks.anvil.ItemAnvilBlock
Railcraft:machine.alpha,957,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:machine.beta,958,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:track,959,true,Railcraft,mods.railcraft.common.blocks.tracks.ItemTrack
Railcraft:track.elevator,960,true,Railcraft,mods.railcraft.common.blocks.ItemBlockRailcraft
Railcraft:signal,961,true,Railcraft,mods.railcraft.common.blocks.signals.ItemSignal
Railcraft:stair,962,true,Railcraft,mods.railcraft.common.blocks.aesthetics.stairs.ItemStair
Railcraft:slab,963,true,Railcraft,mods.railcraft.common.blocks.aesthetics.slab.ItemSlab
Railcraft:lantern.stone,964,true,Railcraft,mods.railcraft.common.blocks.aesthetics.lantern.ItemLantern
Railcraft:lantern.metal,965,true,Railcraft,mods.railcraft.common.blocks.aesthetics.lantern.ItemLantern
Railcraft:brick.abyssal,966,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.bleachedbone,967,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.bloodstained,968,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.frostbound,969,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.infernal,970,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.quarried,971,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.sandy,972,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.nether,973,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:post,974,true,Railcraft,mods.railcraft.common.blocks.aesthetics.post.ItemPost
Railcraft:post.metal,975,true,Railcraft,mods.railcraft.common.blocks.aesthetics.post.ItemPostMetal
Railcraft:post.metal.platform,976,true,Railcraft,mods.railcraft.common.blocks.aesthetics.post.ItemPostMetal
Railcraft:wall.alpha,977,true,Railcraft,mods.railcraft.common.blocks.aesthetics.wall.ItemWall
Railcraft:wall.beta,978,true,Railcraft,mods.railcraft.common.blocks.aesthetics.wall.ItemWall
Railcraft:glass,979,true,Railcraft,mods.railcraft.common.blocks.aesthetics.glass.ItemStrengthGlass
Railcraft:detector,980,true,Railcraft,mods.railcraft.common.blocks.detector.ItemDetector
Railcraft:machine.gamma,981,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:machine.epsilon,982,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:ore,983,true,Railcraft,mods.railcraft.common.blocks.ore.ItemOre
Railcraft:worldlogic,984,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:firestone.recharge,985,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:frame,986,true,Railcraft,mods.railcraft.common.blocks.ItemBlockRailcraft
Railcraft:machine.delta,987,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
chisel:aluminumblock,989,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:aluminum_stairs.0,990,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:aluminum_stairs.1,991,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:aluminum_stairs.2,992,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:aluminum_stairs.3,993,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:aluminum_stairs.4,994,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:aluminum_stairs.5,995,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:aluminum_stairs.6,996,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:aluminum_stairs.7,997,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:amber,998,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:andesite,999,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:antiBlock,1000,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:arcane,1001,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:autoChisel,1002,true,chisel,net.minecraft.item.ItemBlock
chisel:beacon,1003,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:bookshelf,1004,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:brickCustom,1005,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:bronzeblock,1006,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
