Ore Name,ItemStack,Item ID,Display Name,Wildcard
blockUnstable,1xtile.extrautils:decorativeBlock1@5,ExtraUtilities:decorativeBlock1,Unstable Ingot Block,false
blockWaterstone,1xtile.chisel.waterstone@0,chisel:waterstone,Waterstone,false
blockWool,1xtile.cloth@32767,minecraft:wool,(wildcard),true
blockWoolBlack,1xtile.cloth@15,minecraft:wool,Black Wool,false
blockWoolBlue,1xtile.cloth@11,minecraft:wool,Blue Wool,false
blockWoolBrown,1xtile.cloth@12,minecraft:wool,Brown Wool,false
blockWoolCyan,1xtile.cloth@9,minecraft:wool,Cyan Wool,false
blockWoolGray,1xtile.cloth@7,minecraft:wool,Gray Wool,false
blockWoolGreen,1xtile.cloth@13,minecraft:wool,Green Wool,false
blockWoolLightBlue,1xtile.cloth@3,minecraft:wool,Light Blue Wool,false
blockWoolLightGray,1xtile.cloth@8,minecraft:wool,Light Gray Wool,false
blockWoolLime,1xtile.cloth@5,minecraft:wool,Lime Wool,false
blockWoolMagenta,1xtile.cloth@2,minecraft:wool,Magenta Wool,false
blockWoolOrange,1xtile.cloth@1,minecraft:wool,Orange Wool,false
blockWoolPink,1xtile.cloth@6,minecraft:wool,Pink Wool,false
blockWoolPurple,1xtile.cloth@10,minecraft:wool,Purple Wool,false
blockWoolRed,1xtile.cloth@14,minecraft:wool,Red Wool,false
blockWoolWhite,1xtile.cloth@0,minecraft:wool,Wool,false
blockWoolYellow,1xtile.cloth@4,minecraft:wool,Yellow Wool,false
blockYellorium,1xtile.brMetal.0@0,BigReactors:BRMetalBlock,Yellorium Block,false
blueslimeRod,1xitem.tconstruct.ToolRod@17,TConstruct:toolRod,Slime Tool Rod,false
boneRod,1xitem.tconstruct.ToolRod@5,TConstruct:toolRod,Bone Tool Rod,false
brDeviceCyaniteProcessor,1xtile.blockBRDevice.0@0,BigReactors:BRDevice,Cyanite Reprocesssor,false
brickPeat,1xitem.for.peat@0,Forestry:peat,Peat,false
bricksClay,1xtile.extrautils:color_brick@0,ExtraUtilities:color_brick,Colored Bricks (White Frequency),false
bricksClay,1xtile.extrautils:color_brick@1,ExtraUtilities:color_brick,Colored Bricks (Orange Frequency),false
bricksClay,1xtile.extrautils:color_brick@2,ExtraUtilities:color_brick,Colored Bricks (Magenta Frequency),false
bricksClay,1xtile.extrautils:color_brick@3,ExtraUtilities:color_brick,Colored Bricks (Light Blue Frequency),false
bricksClay,1xtile.extrautils:color_brick@4,ExtraUtilities:color_brick,Colored Bricks (Yellow Frequency),false
bricksClay,1xtile.extrautils:color_brick@5,ExtraUtilities:color_brick,Colored Bricks (Lime Frequency),false
bricksClay,1xtile.extrautils:color_brick@6,ExtraUtilities:color_brick,Colored Bricks (Pink Frequency),false
bricksClay,1xtile.extrautils:color_brick@7,ExtraUtilities:color_brick,Colored Bricks (Gray Frequency),false
bricksClay,1xtile.extrautils:color_brick@8,ExtraUtilities:color_brick,Colored Bricks (Light Gray Frequency),false
bricksClay,1xtile.extrautils:color_brick@9,ExtraUtilities:color_brick,Colored Bricks (Cyan Frequency),false
bricksClay,1xtile.extrautils:color_brick@10,ExtraUtilities:color_brick,Colored Bricks (Purple Frequency),false
bricksClay,1xtile.extrautils:color_brick@11,ExtraUtilities:color_brick,Colored Bricks (Blue Frequency),false
bricksClay,1xtile.extrautils:color_brick@12,ExtraUtilities:color_brick,Colored Bricks (Brown Frequency),false
bricksClay,1xtile.extrautils:color_brick@13,ExtraUtilities:color_brick,Colored Bricks (Green Frequency),false
bricksClay,1xtile.extrautils:color_brick@14,ExtraUtilities:color_brick,Colored Bricks (Red Frequency),false
bricksClay,1xtile.extrautils:color_brick@15,ExtraUtilities:color_brick,Colored Bricks (Black Frequency),false
bricksClayBlack,1xtile.extrautils:color_brick@0,ExtraUtilities:color_brick,Colored Bricks (White Frequency),false
bricksClayBlue,1xtile.extrautils:color_brick@4,ExtraUtilities:color_brick,Colored Bricks (Yellow Frequency),false
bricksClayBrown,1xtile.extrautils:color_brick@3,ExtraUtilities:color_brick,Colored Bricks (Light Blue Frequency),false
bricksClayCyan,1xtile.extrautils:color_brick@6,ExtraUtilities:color_brick,Colored Bricks (Pink Frequency),false
bricksClayGray,1xtile.extrautils:color_brick@8,ExtraUtilities:color_brick,Colored Bricks (Light Gray Frequency),false
bricksClayGreen,1xtile.extrautils:color_brick@2,ExtraUtilities:color_brick,Colored Bricks (Magenta Frequency),false
bricksClayLightBlue,1xtile.extrautils:color_brick@12,ExtraUtilities:color_brick,Colored Bricks (Brown Frequency),false
bricksClayLightGray,1xtile.extrautils:color_brick@7,ExtraUtilities:color_brick,Colored Bricks (Gray Frequency),false
bricksClayLime,1xtile.extrautils:color_brick@10,ExtraUtilities:color_brick,Colored Bricks (Purple Frequency),false
bricksClayMagenta,1xtile.extrautils:color_brick@13,ExtraUtilities:color_brick,Colored Bricks (Green Frequency),false
bricksClayOrange,1xtile.extrautils:color_brick@14,ExtraUtilities:color_brick,Colored Bricks (Red Frequency),false
bricksClayPink,1xtile.extrautils:color_brick@9,ExtraUtilities:color_brick,Colored Bricks (Cyan Frequency),false
bricksClayPurple,1xtile.extrautils:color_brick@5,ExtraUtilities:color_brick,Colored Bricks (Lime Frequency),false
bricksClayRed,1xtile.extrautils:color_brick@1,ExtraUtilities:color_brick,Colored Bricks (Orange Frequency),false
bricksClayWhite,1xtile.extrautils:color_brick@15,ExtraUtilities:color_brick,Colored Bricks (Black Frequency),false
bricksClayYellow,1xtile.extrautils:color_brick@11,ExtraUtilities:color_brick,Colored Bricks (Blue Frequency),false
bricksGravel,1xtile.extrautils:decorativeBlock1@6,ExtraUtilities:decorativeBlock1,Gravel Bricks,false
bricksStone,1xtile.extrautils:colorStoneBrick@0,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (White Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@1,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Orange Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@2,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Magenta Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@3,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Blue Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@4,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Yellow Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@5,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Lime Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@6,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Pink Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@7,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Gray Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@8,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Gray Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@9,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Cyan Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@10,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Purple Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@11,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Blue Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@12,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Brown Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@13,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Green Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@14,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Red Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@15,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Black Frequency),false
bricksStoneBlack,1xtile.extrautils:colorStoneBrick@0,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (White Frequency),false
bricksStoneBlue,1xtile.extrautils:colorStoneBrick@4,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Yellow Frequency),false
bricksStoneBrown,1xtile.extrautils:colorStoneBrick@3,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Blue Frequency),false
bricksStoneCyan,1xtile.extrautils:colorStoneBrick@6,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Pink Frequency),false
bricksStoneGray,1xtile.extrautils:colorStoneBrick@8,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Gray Frequency),false
bricksStoneGreen,1xtile.extrautils:colorStoneBrick@2,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Magenta Frequency),false
bricksStoneLightBlue,1xtile.extrautils:colorStoneBrick@12,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Brown Frequency),false
bricksStoneLightGray,1xtile.extrautils:colorStoneBrick@7,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Gray Frequency),false
bricksStoneLime,1xtile.extrautils:colorStoneBrick@10,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Purple Frequency),false
bricksStoneMagenta,1xtile.extrautils:colorStoneBrick@13,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Green Frequency),false
bricksStoneOrange,1xtile.extrautils:colorStoneBrick@14,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Red Frequency),false
bricksStonePink,1xtile.extrautils:colorStoneBrick@9,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Cyan Frequency),false
bricksStonePurple,1xtile.extrautils:colorStoneBrick@5,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Lime Frequency),false
bricksStoneRed,1xtile.extrautils:colorStoneBrick@1,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Orange Frequency),false
bricksStoneWhite,1xtile.extrautils:colorStoneBrick@15,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Black Frequency),false
bricksStoneYellow,1xtile.extrautils:colorStoneBrick@11,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Blue Frequency),false
bronzeRod,1xitem.tconstruct.ToolRod@14,TConstruct:toolRod,Bronze Tool Rod,false
bucketAerotheum,1xitem.thermalfoundation.bucket@7,ThermalFoundation:bucket,Zephyrean Aerotheum Bucket,false
bucketCoal,1xitem.thermalfoundation.bucket@6,ThermalFoundation:bucket,Liquifacted Coal Bucket,false
bucketCryotheum,1xitem.thermalfoundation.bucket@4,ThermalFoundation:bucket,Gelid Cryotheum Bucket,false
bucketEnder,1xitem.thermalfoundation.bucket@2,ThermalFoundation:bucket,Resonant Ender Bucket,false
bucketGlowstone,1xitem.thermalfoundation.bucket@1,ThermalFoundation:bucket,Energized Glowstone Bucket,false
bucketPetrotheum,1xitem.thermalfoundation.bucket@8,ThermalFoundation:bucket,Tectonic Petrotheum Bucket,false
bucketPyrotheum,1xitem.thermalfoundation.bucket@3,ThermalFoundation:bucket,Blazing Pyrotheum Bucket,false
bucketRedstone,1xitem.thermalfoundation.bucket@0,ThermalFoundation:bucket,Destabilized Redstone Bucket,false
burntQuartz,1xtile.extrautils:decorativeBlock1@2,ExtraUtilities:decorativeBlock1,Burnt Quartz,false
cableRedNet,1xtile.mfr.cable.redstone@0,MineFactoryReloaded:cable.redstone,RedNet Cable,false
cableRedNet,1xtile.mfr.cable.redstone@1,MineFactoryReloaded:cable.redstone,RedNet Cable,false
cableRedNetEnergy,1xtile.mfr.cable.redstone@2,MineFactoryReloaded:cable.redstone,RedNet Energy Cable,false
cableRedNetEnergy,1xtile.mfr.cable.redstone@3,MineFactoryReloaded:cable.redstone,RedNet Energy Cable,false
cactusRod,1xitem.tconstruct.ToolRod@4,TConstruct:toolRod,Cactus Tool Rod,false
camoPaste,1xitem.CamoflaugePaste@0,secretroomsmod:CamoflaugePaste,Camouflage Paste,false
carpet,1xtile.chisel.carpet@0,chisel:carpet,Floor Carpet,false
charcoal,1xitem.coal@1,minecraft:coal,Charcoal,false
chestWood,1xtile.chest@0,minecraft:chest,Chest,false
chipsetComp,1xitem.redstoneChipset@6,BuildCraft|Silicon:redstoneChipset,Redstone Comp Chipset,false
chipsetDiamond,1xitem.redstoneChipset@3,BuildCraft|Silicon:redstoneChipset,Diamond Chipset,false
chipsetEmerald,1xitem.redstoneChipset@7,BuildCraft|Silicon:redstoneChipset,Emerald Chipset,false
chipsetGold,1xitem.redstoneChipset@2,BuildCraft|Silicon:redstoneChipset,Golden Chipset,false
chipsetIron,1xitem.redstoneChipset@1,BuildCraft|Silicon:redstoneChipset,Iron Chipset,false
chipsetPulsating,1xitem.redstoneChipset@4,BuildCraft|Silicon:redstoneChipset,Pulsating Chipset,false
chipsetQuartz,1xitem.redstoneChipset@5,BuildCraft|Silicon:redstoneChipset,Quartz Chipset,false
chipsetRed,1xitem.redstoneChipset@0,BuildCraft|Silicon:redstoneChipset,Redstone Chipset,false
circuitAdvanced,1xitem.null@1,Mekanism:ControlCircuit,Advanced Control Circuit,false
circuitBasic,1xitem.null@0,Mekanism:ControlCircuit,Basic Control Circuit,false
circuitElite,1xitem.null@2,Mekanism:ControlCircuit,Elite Control Circuit,false
circuitUltimate,1xitem.null@3,Mekanism:ControlCircuit,Ultimate Control Circuit,false
cloud,1xtile.chisel.cloud@0,chisel:cloud,Cloud,false
clumpAluminium,1xitem.aobd.clumpAluminium@0,aobd:clumpAluminium,Aluminium Clump,false
clumpArdite,1xitem.aobd.clumpArdite@0,aobd:clumpArdite,Ardite Clump,false
clumpCobalt,1xitem.aobd.clumpCobalt@0,aobd:clumpCobalt,Cobalt Clump,false
clumpCopper,1xitem.null@3,Mekanism:Clump,Copper Clump,false
clumpGold,1xitem.null@1,Mekanism:Clump,Gold Clump,false
clumpIron,1xitem.null@0,Mekanism:Clump,Iron Clump,false
clumpLead,1xitem.null@6,Mekanism:Clump,Lead Clump,false
clumpMithril,1xitem.aobd.clumpMithril@0,aobd:clumpMithril,Mithril Clump,false
clumpNickel,1xitem.aobd.clumpNickel@0,aobd:clumpNickel,Nickel Clump,false
clumpOsmium,1xitem.null@2,Mekanism:Clump,Osmium Clump,false
clumpPlatinum,1xitem.aobd.clumpPlatinum@0,aobd:clumpPlatinum,Platinum Clump,false
clumpSilver,1xitem.null@5,Mekanism:Clump,Silver Clump,false
clumpTin,1xitem.null@4,Mekanism:Clump,Tin Clump,false
clumpYellorium,1xitem.aobd.clumpYellorium@0,aobd:clumpYellorium,Yellorium Clump,false
clusterAluminium,1xitem.aobd.clusterAluminium@0,aobd:clusterAluminium,Native Aluminium Cluster,false
clusterArdite,1xitem.aobd.clusterArdite@0,aobd:clusterArdite,Native Ardite Cluster,false
clusterCinnabar,1xitem.ItemNugget@21,Thaumcraft:ItemNugget,Native Cinnabar Cluster,false
clusterCobalt,1xitem.aobd.clusterCobalt@0,aobd:clusterCobalt,Native Cobalt Cluster,false
clusterCopper,1xitem.ItemNugget@17,Thaumcraft:ItemNugget,Native Copper Cluster,false
clusterGold,1xitem.ItemNugget@31,Thaumcraft:ItemNugget,Native Gold Cluster,false
clusterIron,1xitem.ItemNugget@16,Thaumcraft:ItemNugget,Native Iron Cluster,false
clusterLead,1xitem.ItemNugget@20,Thaumcraft:ItemNugget,Native Lead Cluster,false
clusterMithril,1xitem.aobd.clusterMithril@0,aobd:clusterMithril,Native Mithril Cluster,false
clusterNickel,1xitem.aobd.clusterNickel@0,aobd:clusterNickel,Native Nickel Cluster,false
clusterOsmium,1xitem.aobd.clusterOsmium@0,aobd:clusterOsmium,Native Osmium Cluster,false
clusterPlatinum,1xitem.aobd.clusterPlatinum@0,aobd:clusterPlatinum,Native Platinum Cluster,false
clusterSilver,1xitem.ItemNugget@19,Thaumcraft:ItemNugget,Native Silver Cluster,false
clusterTin,1xitem.ItemNugget@18,Thaumcraft:ItemNugget,Native Tin Cluster,false
clusterYellorium,1xitem.aobd.clusterYellorium@0,aobd:clusterYellorium,Native Yellorium Cluster,false
coal,1xitem.coal@0,minecraft:coal,Coal,false
cobaltRod,1xitem.tconstruct.ToolRod@10,TConstruct:toolRod,Cobalt Tool Rod,false
cobblestone,1xtile.stonebrick@0,minecraft:cobblestone,Cobblestone,false
cobblestone,1xtile.mfr.decorative.stone@2,MineFactoryReloaded:stone,Cobble Blackstone,false
cobblestone,1xtile.mfr.decorative.stone@3,MineFactoryReloaded:stone,Cobble Whitestone,false
cobblestone,1xtile.extrautils:color_stonebrick@0,ExtraUtilities:color_stonebrick,Colored Cobblestone (White Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@1,ExtraUtilities:color_stonebrick,Colored Cobblestone (Orange Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@2,ExtraUtilities:color_stonebrick,Colored Cobblestone (Magenta Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@3,ExtraUtilities:color_stonebrick,Colored Cobblestone (Light Blue Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@4,ExtraUtilities:color_stonebrick,Colored Cobblestone (Yellow Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@5,ExtraUtilities:color_stonebrick,Colored Cobblestone (Lime Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@6,ExtraUtilities:color_stonebrick,Colored Cobblestone (Pink Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@7,ExtraUtilities:color_stonebrick,Colored Cobblestone (Gray Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@8,ExtraUtilities:color_stonebrick,Colored Cobblestone (Light Gray Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@9,ExtraUtilities:color_stonebrick,Colored Cobblestone (Cyan Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@10,ExtraUtilities:color_stonebrick,Colored Cobblestone (Purple Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@11,ExtraUtilities:color_stonebrick,Colored Cobblestone (Blue Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@12,ExtraUtilities:color_stonebrick,Colored Cobblestone (Brown Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@13,ExtraUtilities:color_stonebrick,Colored Cobblestone (Green Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@14,ExtraUtilities:color_stonebrick,Colored Cobblestone (Red Frequency),false
cobblestone,1xtile.extrautils:color_stonebrick@15,ExtraUtilities:color_stonebrick,Colored Cobblestone (Black Frequency),false
cobblestoneBlack,1xtile.extrautils:color_stonebrick@0,ExtraUtilities:color_stonebrick,Colored Cobblestone (White Frequency),false
cobblestoneBlue,1xtile.extrautils:color_stonebrick@4,ExtraUtilities:color_stonebrick,Colored Cobblestone (Yellow Frequency),false
cobblestoneBrown,1xtile.extrautils:color_stonebrick@3,ExtraUtilities:color_stonebrick,Colored Cobblestone (Light Blue Frequency),false
cobblestoneCyan,1xtile.extrautils:color_stonebrick@6,ExtraUtilities:color_stonebrick,Colored Cobblestone (Pink Frequency),false
cobblestoneGray,1xtile.extrautils:color_stonebrick@8,ExtraUtilities:color_stonebrick,Colored Cobblestone (Light Gray Frequency),false
cobblestoneGreen,1xtile.extrautils:color_stonebrick@2,ExtraUtilities:color_stonebrick,Colored Cobblestone (Magenta Frequency),false
cobblestoneLightBlue,1xtile.extrautils:color_stonebrick@12,ExtraUtilities:color_stonebrick,Colored Cobblestone (Brown Frequency),false
cobblestoneLightGray,1xtile.extrautils:color_stonebrick@7,ExtraUtilities:color_stonebrick,Colored Cobblestone (Gray Frequency),false
cobblestoneLime,1xtile.extrautils:color_stonebrick@10,ExtraUtilities:color_stonebrick,Colored Cobblestone (Purple Frequency),false
cobblestoneMagenta,1xtile.extrautils:color_stonebrick@13,ExtraUtilities:color_stonebrick,Colored Cobblestone (Green Frequency),false
cobblestoneOrange,1xtile.extrautils:color_stonebrick@14,ExtraUtilities:color_stonebrick,Colored Cobblestone (Red Frequency),false
cobblestonePink,1xtile.extrautils:color_stonebrick@9,ExtraUtilities:color_stonebrick,Colored Cobblestone (Cyan Frequency),false
cobblestonePurple,1xtile.extrautils:color_stonebrick@5,ExtraUtilities:color_stonebrick,Colored Cobblestone (Lime Frequency),false
cobblestoneRed,1xtile.extrautils:color_stonebrick@1,ExtraUtilities:color_stonebrick,Colored Cobblestone (Orange Frequency),false
cobblestoneWhite,1xtile.extrautils:color_stonebrick@15,ExtraUtilities:color_stonebrick,Colored Cobblestone (Black Frequency),false
cobblestoneYellow,1xtile.extrautils:color_stonebrick@11,ExtraUtilities:color_stonebrick,Colored Cobblestone (Blue Frequency),false
compressedCobblestone1x,1xtile.extrautils:cobblestone_compressed@0,ExtraUtilities:cobblestone_compressed,Compressed Cobblestone,false
compressedCobblestone2x,1xtile.extrautils:cobblestone_compressed@1,ExtraUtilities:cobblestone_compressed,Double Compressed Cobblestone,false
compressedCobblestone3x,1xtile.extrautils:cobblestone_compressed@2,ExtraUtilities:cobblestone_compressed,Triple Compressed Cobblestone,false
compressedCobblestone4x,1xtile.extrautils:cobblestone_compressed@3,ExtraUtilities:cobblestone_compressed,Quadruple Compressed Cobblestone,false
compressedCobblestone5x,1xtile.extrautils:cobblestone_compressed@4,ExtraUtilities:cobblestone_compressed,Quintuple Compressed Cobblestone,false
compressedCobblestone6x,1xtile.extrautils:cobblestone_compressed@5,ExtraUtilities:cobblestone_compressed,Sextuple Compressed Cobblestone,false
compressedCobblestone7x,1xtile.extrautils:cobblestone_compressed@6,ExtraUtilities:cobblestone_compressed,Septuple Compressed Cobblestone,false
compressedCobblestone8x,1xtile.extrautils:cobblestone_compressed@7,ExtraUtilities:cobblestone_compressed,Octuple Compressed Cobblestone,false
compressedDirt1x,1xtile.extrautils:cobblestone_compressed@8,ExtraUtilities:cobblestone_compressed,Compressed Dirt,false
compressedDirt2x,1xtile.extrautils:cobblestone_compressed@9,ExtraUtilities:cobblestone_compressed,Double Compressed Dirt,false
compressedDirt3x,1xtile.extrautils:cobblestone_compressed@10,ExtraUtilities:cobblestone_compressed,Triple Compressed Dirt,false
compressedDirt4x,1xtile.extrautils:cobblestone_compressed@11,ExtraUtilities:cobblestone_compressed,Quadruple Compressed Dirt,false
compressedGravel1x,1xtile.extrautils:cobblestone_compressed@12,ExtraUtilities:cobblestone_compressed,Compressed Gravel,false
compressedGravel2x,1xtile.extrautils:cobblestone_compressed@13,ExtraUtilities:cobblestone_compressed,Double Compressed Gravel,false
compressedSand1x,1xtile.extrautils:cobblestone_compressed@14,ExtraUtilities:cobblestone_compressed,Compressed Sand,false
compressedSand2x,1xtile.extrautils:cobblestone_compressed@15,ExtraUtilities:cobblestone_compressed,Double Compressed Sand,false
concrete,1xtile.chisel.concrete@0,chisel:concrete,Concrete,false
copperRod,1xitem.tconstruct.ToolRod@13,TConstruct:toolRod,Copper Tool Rod,false
crafterWood,1xtile.workbench@0,minecraft:crafting_table,Crafting Table,false
craftingTableWood,1xtile.workbench@0,minecraft:crafting_table,Crafting Table,false
cropCarrot,1xitem.carrots@0,minecraft:carrot,Carrot,false
cropCherry,1xitem.for.fruits@0,Forestry:fruits,Cherry,false
cropChestnut,1xitem.for.fruits@2,Forestry:fruits,Chestnut,false
cropDate,1xitem.for.fruits@5,Forestry:fruits,Date,false
cropGarlic,1xitem.witchery:garlic@32767,witchery:garlic,(wildcard),true
cropLemon,1xitem.for.fruits@3,Forestry:fruits,Lemon,false
cropPapaya,1xitem.for.fruits@6,Forestry:fruits,Papaya,false
cropPeach,1xitem.food@3,BiomesOPlenty:food,Peach,false
cropPear,1xitem.food@12,BiomesOPlenty:food,Pear,false
cropPersimmon,1xitem.food@8,BiomesOPlenty:food,Persimmon,false
cropPlum,1xitem.for.fruits@4,Forestry:fruits,Plum,false
cropPotato,1xitem.potato@0,minecraft:potato,Potato,false
cropTurnip,1xitem.food@11,BiomesOPlenty:food,Turnip,false
cropWalnut,1xitem.for.fruits@1,Forestry:fruits,Walnut,false
cropWheat,1xitem.wheat@0,minecraft:wheat,Wheat,false
cropWildcarrots,1xitem.food@2,BiomesOPlenty:food,Wild Carrots,false
crushedAluminium,1xitem.aobd.crushedAluminium@0,aobd:crushedAluminium,Crushed Aluminium Ore,false
crushedArdite,1xitem.aobd.crushedArdite@0,aobd:crushedArdite,Crushed Ardite Ore,false
crushedCobalt,1xitem.aobd.crushedCobalt@0,aobd:crushedCobalt,Crushed Cobalt Ore,false
crushedCopper,1xitem.aobd.crushedCopper@0,aobd:crushedCopper,Crushed Copper Ore,false
crushedGold,1xitem.aobd.crushedGold@0,aobd:crushedGold,Crushed Gold Ore,false
crushedIron,1xitem.aobd.crushedIron@0,aobd:crushedIron,Crushed Iron Ore,false
crushedLead,1xitem.aobd.crushedLead@0,aobd:crushedLead,Crushed Lead Ore,false
crushedMithril,1xitem.aobd.crushedMithril@0,aobd:crushedMithril,Crushed Mithril Ore,false
crushedNickel,1xitem.aobd.crushedNickel@0,aobd:crushedNickel,Crushed Nickel Ore,false
crushedOsmium,1xitem.aobd.crushedOsmium@0,aobd:crushedOsmium,Crushed Osmium Ore,false
crushedPlatinum,1xitem.aobd.crushedPlatinum@0,aobd:crushedPlatinum,Crushed Platinum Ore,false
crushedSilver,1xitem.aobd.crushedSilver@0,aobd:crushedSilver,Crushed Silver Ore,false
crushedTin,1xitem.aobd.crushedTin@0,aobd:crushedTin,Crushed Tin Ore,false
crushedYellorium,1xitem.aobd.crushedYellorium@0,aobd:crushedYellorium,Crushed Yellorium Ore,false
crystalAluminium,1xitem.aobd.crystalAluminium@0,aobd:crystalAluminium,Aluminium Crystal,false
crystalArdite,1xitem.aobd.crystalArdite@0,aobd:crystalArdite,Ardite Crystal,false
crystalCertusQuartz,1xitem.appliedenergistics2.ItemMaterial@0,appliedenergistics2:item.ItemMultiMaterial,Certus Quartz Crystal,false
crystalCinnabar,1xitem.thermalfoundation.material@20,ThermalFoundation:material,Cinnabar,false
crystalCobalt,1xitem.aobd.crystalCobalt@0,aobd:crystalCobalt,Cobalt Crystal,false
crystalCopper,1xitem.null@3,Mekanism:Crystal,Copper Crystal,false
crystalFluix,1xitem.appliedenergistics2.ItemMaterial@7,appliedenergistics2:item.ItemMultiMaterial,Fluix Crystal,false
crystalGold,1xitem.null@1,Mekanism:Crystal,Gold Crystal,false
crystalIron,1xitem.null@0,Mekanism:Crystal,Iron Crystal,false
crystalLead,1xitem.null@6,Mekanism:Crystal,Lead Crystal,false
crystalMithril,1xitem.aobd.crystalMithril@0,aobd:crystalMithril,Mithril Crystal,false
crystalNetherQuartz,1xitem.netherquartz@0,minecraft:quartz,Nether Quartz,false
crystalNickel,1xitem.aobd.crystalNickel@0,aobd:crystalNickel,Nickel Crystal,false
crystalOsmium,1xitem.null@2,Mekanism:Crystal,Osmium Crystal,false
crystalPlatinum,1xitem.aobd.crystalPlatinum@0,aobd:crystalPlatinum,Platinum Crystal,false
crystalPureFluix,1xitem.appliedenergistics2.ItemMaterial@12,appliedenergistics2:item.ItemMultiMaterial,Pure Fluix Crystal,false
crystalRedstone,1xitem.redstoneCrystal@0,BuildCraft|Silicon:redstoneCrystal,Redstone Crystal,false
crystalSilver,1xitem.null@5,Mekanism:Crystal,Silver Crystal,false
crystalTin,1xitem.null@4,Mekanism:Crystal,Tin Crystal,false
crystalYellorium,1xitem.aobd.crystalYellorium@0,aobd:crystalYellorium,Yellorium Crystal,false
dirt,1xtile.dirt@0,minecraft:dirt,Dirt,false
dirt,1xtile.chisel.dirt@0,chisel:dirt,Dirt,false
dreamwood,1xtile.dreamwood@0,Botania:dreamwood,Dreamwood,false
dreamwoodTwig,1xitem.manaResource@13,Botania:manaResource,Dreamwood Twig,false
dropHoney,1xitem.for.honeyDrop@0,Forestry:honeyDrop,Honey Drop,false
dropHoneydew,1xitem.for.honeydew@0,Forestry:honeydew,Honeydew,false
dropRoyalJelly,1xitem.for.royalJelly@0,Forestry:royalJelly,Royal Jelly,false
